RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,clutser
APJ,Manufacturing,T1,13.65734266,1538600.043,1,2
NAMERICA,"Telecom, Media & Entertainment",T2,90.10989011,23113.68044,0,2
EMEA,Web & Tech,T5,58.97802198,20919.17782,0,2
CSB,Retail,T5,2.519480519,16929352.76,1,2
CSB,Construction & Real Estate,T5,86.82017982,209792.4416,0,2
EMEA,Agriculture,T5,4098.23976,4332998.67,1,2
NAMERICA,Education,T1,8.861138861,5868979.421,0,2
EMEA,Retail,T5,26.02197802,16012515.1,0,2
NAMERICA,Education,T1,5152.447552,3600566.164,1,2
EMEA,Education,T3,6902.285714,276805.2028,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,26659.9001,23548342.66,1,2
NAMERICA,Transportation,T1,76.96303696,557560.7043,1,2
Greater China,"Business, Engineering & Consumer Services",T5,171.2287712,198629.1489,0,2
EMEA,"Banking, Financial Services & Insurance",T3,47.65434565,302978.2724,0,2
CSB,Construction & Real Estate,T5,10.33966034,12658909.49,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,169.7502498,1464497.502,1,2
APJ,Healthcare & Life Sciences,T1,1295.124875,1924825.175,1,2
CSB,Transportation,T5,138.3896104,3150513.756,1,2
NAMERICA,Education,T5,31.72027972,171190.3981,1,2
EMEA,Agriculture,T3,829.6603397,66508.22764,0,2
EMEA,Energy,T1,12814.74126,44279298.1,0,2
NAMERICA,"Telecom, Media & Entertainment",T2,36.21378621,26837.29507,1,2
APJ,"Business, Engineering & Consumer Services",T5,163.6363636,6293439.837,1,2
LA,Agriculture,T3,867.3656344,144717.1377,0,2
Greater China,Agriculture,T3,248.0719281,29211.23377,0,2
APJ,Retail,T1,191.2207792,435863.7363,0,2
LA,"Banking, Financial Services & Insurance",T3,1508.491508,365891.7767,1,2
LA,Agriculture,T2,148.7712288,441917.7159,1,2
APJ,"Business, Engineering & Consumer Services",T2,8.606393606,1254122.378,0,2
NAMERICA,Education,T5,432.5674326,170989.6541,1,2
CSB,Agriculture,T5,79.63636364,35542.14685,0,2
EMEA,Transportation,T5,508.8911089,49724.21382,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,8967.032967,15777922.48,1,2
Greater China,"Banking, Financial Services & Insurance",T1,6638.40959,7017950.05,1,2
APJ,"Business, Engineering & Consumer Services",T5,602.997003,41371.03265,1,2
EMEA,Government,T3,8118.286713,31435.8042,1,2
EMEA,Manufacturing,T1,1469.826174,28933.50749,1,2
APJ,Web & Tech,T3,3659.727273,389459.3846,0,2
CSB,Agriculture,T5,36.76323676,247637.2857,0,2
CSB,Agriculture,T5,7.684315684,170750.05,0,2
APJ,Healthcare & Life Sciences,T2,59855.16983,2792136.825,0,2
APJ,Web & Tech,T3,10.56943057,64603.0969,0,2
EMEA,Education,T2,514.1948052,6049150.849,1,2
EMEA,Manufacturing,T2,37417.12787,16986861.64,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,4.945054945,66701.44087,0,2
EMEA,"Banking, Financial Services & Insurance",T1,80.71928072,206572.1209,0,2
EMEA,Manufacturing,T5,372.1158841,178006.006,0,2
CSB,Manufacturing,T5,66.34465534,261215.035,0,2
EMEA,Energy,T1,1090.201798,317168.971,0,2
NAMERICA,"Banking, Financial Services & Insurance",T3,238.3216783,343306.6933,0,2
NAMERICA,Retail,T5,63.67832168,72809.91333,0,2
EMEA,Web & Tech,T1,370.4745255,16412685.71,0,2
NAMERICA,Government,T1,6878.235764,13272492.98,1,2
APJ,"Telecom, Media & Entertainment",T1,7301.648352,27979781.14,1,2
APJ,Web & Tech,T3,450.0619381,1298383.863,1,2
EMEA,Agriculture,T5,1950.875125,89816.63137,0,2
APJ,Healthcare & Life Sciences,T5,7.48951049,23669.33067,1,2
Greater China,Agriculture,T3,153.7062937,26674.75524,0,2
EMEA,Manufacturing,T2,92392.16783,16480519.48,1,2
EMEA,Education,T3,1595.904096,1065228.27,1,2
LA,Education,T3,581.4185814,234566.5813,1,2
EMEA,"Banking, Financial Services & Insurance",T1,3786.383616,63490.55345,0,2
NAMERICA,Manufacturing,T5,108.6913087,44652.04894,1,2
EMEA,Agriculture,T5,230.0579421,114889.9599,0,2
APJ,Education,T1,9942.734266,2720479.52,1,2
LA,Government,T1,22.20779221,125869.1718,1,2
EMEA,"Telecom, Media & Entertainment",T5,188.5714286,125571.4286,0,2
LA,"Business, Engineering & Consumer Services",T5,1219.78022,189065.3607,1,2
APJ,Manufacturing,T3,1185.814186,701161.7393,0,2
APJ,Government,T3,124.035964,156945.2949,0,2
APJ,Transportation,T2,176.5834166,1189430.569,0,2
NAMERICA,Manufacturing,T4,63.28071928,352235.8538,0,2
EMEA,Manufacturing,T3,45.39460539,256776.2238,0,2
CSB,Retail,T5,52.45954046,12156.70398,1,2
APJ,"Business, Engineering & Consumer Services",T2,220.2797203,1380529.87,0,2
Greater China,Healthcare & Life Sciences,T1,3223.384615,1140796.484,1,2
NAMERICA,Healthcare & Life Sciences,T1,2643.091908,3222901.099,1,2
NAMERICA,Healthcare & Life Sciences,T1,44179.73227,39567007.39,1,2
EMEA,Web & Tech,T1,187.4125874,3109623.026,0,2
EMEA,"Business, Engineering & Consumer Services",T5,11.57142857,161036.7393,0,2
APJ,Agriculture,T3,2879.692308,11224408.44,0,2
APJ,Education,T3,17608.59141,551498.5015,0,2
EMEA,Manufacturing,T5,48.40859141,10450131.39,1,2
CSB,"Business, Engineering & Consumer Services",T5,3.818181818,137779.1748,1,2
APJ,"Banking, Financial Services & Insurance",T2,38.06793207,6464272.329,0,2
EMEA,"Business, Engineering & Consumer Services",T1,18.34165834,2291484.416,0,2
NAMERICA,"Telecom, Media & Entertainment",T1,253.5704296,1442495.005,1,2
NAMERICA,Web & Tech,T3,49.55244755,1129473.015,0,2
EMEA,Web & Tech,T1,311.5034965,112936.0509,0,2
NAMERICA,Retail,T2,588.6713287,605414.7852,0,2
CSB,"Business, Engineering & Consumer Services",T5,6.545454545,254896.5754,1,2
NAMERICA,Manufacturing,T1,6681.718282,5228094.267,0,2
EMEA,Retail,T5,8201.976024,32867.98701,1,2
NAMERICA,Energy,T5,5.688311688,268488.7273,1,2
LA,Government,T1,8876.123876,36032069.41,0,2
APJ,"Banking, Financial Services & Insurance",T2,18853.14685,1230019.98,0,2
EMEA,Retail,T3,9728.607393,165865.0699,1,2
NAMERICA,"Telecom, Media & Entertainment",T5,323.6963037,102356.6457,0,2
CSB,Retail,T5,149.8751249,189231.6783,1,2
LA,Energy,T3,375.9440559,200762.5635,1,2
CSB,"Business, Engineering & Consumer Services",T5,7.617382617,149166.5934,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,5991.896104,160587.956,0,2
APJ,Manufacturing,T3,230.2397602,11194388.81,1,2
APJ,Government,T1,1300,7883712.261,0,2
EMEA,Manufacturing,T2,730.027972,847147.2527,1,2
CSB,"Business, Engineering & Consumer Services",T5,78.31768232,7813844.317,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,143.6763237,237793.9362,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,34.81518482,104729.4426,1,2
CSB,Retail,T5,13.24675325,298413.5824,1,2
APJ,Education,T1,67.42657343,12217350.65,0,2
NAMERICA,Healthcare & Life Sciences,T1,416.8931069,607736.8551,1,2
NAMERICA,Education,T1,501.5784216,724994.2466,0,2
APJ,"Business, Engineering & Consumer Services",T1,3344.655345,477816.9926,0,2
EMEA,Agriculture,T3,47.34265734,59177.5141,1,2
EMEA,"Telecom, Media & Entertainment",T1,10.73526474,1387129.271,0,2
EMEA,"Banking, Financial Services & Insurance",T3,379.012987,359585.3352,0,2
NAMERICA,Retail,T4,588.011988,331075.3247,0,2
CSB,"Business, Engineering & Consumer Services",T5,174.5254745,149981.1788,0,2
EMEA,"Telecom, Media & Entertainment",T1,13205.27872,125346.1419,0,2
Greater China,Web & Tech,T1,632.6713287,5745674.75,0,2
NAMERICA,Retail,T1,27.18281718,49040831.57,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,3.461538462,10573426.57,1,2
CSB,Agriculture,T5,7.016983017,243442.6643,0,2
EMEA,"Banking, Financial Services & Insurance",T1,906.5934066,7157039.637,0,2
EMEA,"Business, Engineering & Consumer Services",T5,23.61638362,9016776.558,0,2
NAMERICA,Healthcare & Life Sciences,T5,126.8731269,118516.4082,1,2
EMEA,Agriculture,T1,1082.917083,2200903.036,1,2
CSB,Agriculture,T5,3.986013986,111480.2847,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,4528.071928,29949309.89,1,2
NAMERICA,Manufacturing,T1,10.31468531,1940020.572,1,2
NAMERICA,Agriculture,T1,8226.494505,46439627.77,0,2
NAMERICA,Government,T1,6547.498501,6275422.406,0,2
EMEA,Web & Tech,T2,980.7032967,35372.1978,0,2
NAMERICA,Government,T1,4416.183816,1220853.147,0,2
APJ,Manufacturing,T3,13758.64136,1857555.445,1,2
EMEA,Retail,T1,10075.42058,657870.2314,1,2
LA,Education,T5,77.0979021,550125.1209,1,2
EMEA,Government,T1,12803.1968,160053.3896,1,2
EMEA,Web & Tech,T5,58.03396603,54883.87912,0,2
APJ,Manufacturing,T1,117.7272727,700698.5237,0,2
NAMERICA,Government,T4,324.3356643,280437.962,0,2
APJ,"Banking, Financial Services & Insurance",T2,13577.07692,395180.1884,0,2
EMEA,Manufacturing,T2,7053.65035,2229770.23,0,2
EMEA,"Business, Engineering & Consumer Services",T3,184586.1868,320974.6761,0,2
APJ,Education,T1,235.1648352,1310879.796,0,2
NAMERICA,Retail,T1,58585.41459,23196348.95,1,2
EMEA,Education,T2,1648.351648,1665951.968,1,2
EMEA,"Business, Engineering & Consumer Services",T1,64.88511489,324435.1648,1,2
EMEA,Web & Tech,T1,586.5454545,199985.4665,1,2
NAMERICA,Healthcare & Life Sciences,T1,67.25874126,736029.0998,0,2
EMEA,Healthcare & Life Sciences,T1,1.497502498,3335987.013,0,2
LA,Retail,T3,406.0939061,376993.007,1,2
EMEA,"Banking, Financial Services & Insurance",T3,54783.11688,270798.2018,1,2
APJ,Government,T2,4829.936064,5204571.116,0,2
EMEA,Retail,T5,15283.42957,17815.64835,0,2
NAMERICA,Manufacturing,T1,4360.351648,994975.7243,1,2
NAMERICA,Web & Tech,T3,2.733266733,811357.2677,1,2
NAMERICA,Government,T1,4.643356643,5256908.092,1,2
NAMERICA,"Business, Engineering & Consumer Services",T2,4958.147852,10849478.02,0,2
EMEA,Agriculture,T5,11610.17982,586934.3227,0,2
EMEA,"Banking, Financial Services & Insurance",T1,150.8441558,151124.044,0,2
LA,"Business, Engineering & Consumer Services",T3,3974.025974,308301.0989,0,2
NAMERICA,Healthcare & Life Sciences,T5,835.3696304,217416.6374,0,2
Greater China,"Banking, Financial Services & Insurance",T1,155.8041958,499681.8961,1,2
NAMERICA,Manufacturing,T3,256.2437562,381495.7093,1,2
APJ,Education,T3,140.2597403,204499.1641,0,2
NAMERICA,Education,T1,5486.085914,15615240.46,1,2
APJ,"Telecom, Media & Entertainment",T1,168.6313686,1993828.521,0,2
APJ,Government,T1,599.4005994,143323.8462,1,2
LA,Education,T2,1043.556444,306273.6264,0,2
Greater China,Web & Tech,T1,10963.71628,1348786.214,1,2
CSB,"Business, Engineering & Consumer Services",T5,1.02997003,2923270.979,0,2
CSB,"Business, Engineering & Consumer Services",T5,78.72127872,239167.1049,1,2
APJ,"Banking, Financial Services & Insurance",T1,182.4175824,6278076.776,1,2
CSB,"Business, Engineering & Consumer Services",T5,101.3386613,4540349.766,1,2
APJ,"Banking, Financial Services & Insurance",T2,55.82417582,1431040.074,1,2
EMEA,Retail,T3,2368.831169,1999000.999,0,2
EMEA,Transportation,T2,5021.922078,70302.63736,1,2
EMEA,Agriculture,T1,524.4755245,650609.8219,1,2
NAMERICA,Transportation,T2,1471.828172,679857.7163,1,2
APJ,Manufacturing,T1,37.22277722,8550414.815,0,2
CSB,Manufacturing,T5,12.23976024,152436.6424,0,2
APJ,Agriculture,T5,96.65334665,116890.6853,0,2
NAMERICA,Agriculture,T3,9606.545455,15665377.9,1,2
Greater China,"Business, Engineering & Consumer Services",T1,1670.32967,1613987.648,0,2
APJ,Agriculture,T5,587.1128871,37811.67306,0,2
APJ,Government,T1,9475.524476,27274946.22,1,2
Greater China,Energy,T1,4068.395604,1181370.273,1,2
EMEA,Agriculture,T3,33.35364635,14291689.03,1,2
EMEA,"Business, Engineering & Consumer Services",T1,13279.81019,71447.63736,1,2
APJ,Retail,T1,21050.94905,8138958.21,1,2
NAMERICA,Manufacturing,T5,142.957043,155417.8622,0,2
NAMERICA,"Banking, Financial Services & Insurance",T5,3.336663337,132513.8909,0,2
EMEA,"Banking, Financial Services & Insurance",T1,3101.183816,203925.4545,0,2
NAMERICA,"Banking, Financial Services & Insurance",T5,135.2097902,204458.1518,0,2
Greater China,Manufacturing,T1,223.7762238,8919808.591,0,2
EMEA,Retail,T3,114.9050949,77404.08198,0,2
NAMERICA,Agriculture,T5,267.9320679,58520.68464,0,2
EMEA,Manufacturing,T1,1504.093906,2932213.292,0,2
NAMERICA,"Banking, Financial Services & Insurance",T4,27.82817183,188970.8382,0,2
CSB,Web & Tech,T5,30.88911089,31852.00699,0,2
EMEA,"Banking, Financial Services & Insurance",T1,1441.762238,1010210.19,1,2
Greater China,Web & Tech,T2,1992.007992,2657161.719,1,2
CSB,Agriculture,T5,20.93506494,34900.74426,1,2
EMEA,Education,T1,5401.048951,248313.8182,1,2
NAMERICA,Manufacturing,T1,7879.559441,256968.8631,0,2
NAMERICA,Education,T4,466.5334665,218963.6623,0,2
EMEA,Manufacturing,T5,9.242757243,118477.6024,1,2
CSB,Agriculture,T5,34.36563437,104841.3666,1,2
CSB,Construction & Real Estate,T5,17.7982018,134461.984,1,2
NAMERICA,Education,T1,288.5114885,8615697.758,0,2
CSB,Agriculture,T5,42.41558442,148294.3147,1,2
NAMERICA,"Banking, Financial Services & Insurance",T4,131.6283716,192256.8006,1,2
EMEA,Manufacturing,T1,1.233766234,2037962.038,1,2
LA,Manufacturing,T3,437.6423576,1799160.839,1,2
NAMERICA,Manufacturing,T2,1737.582418,901612.3876,1,2
EMEA,Education,T1,9345.654346,3991908.092,0,2
Greater China,Government,T1,13321.29471,1786656.311,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,218.9110889,188600,0,2
NAMERICA,Education,T3,3036.963037,2282837.547,1,2
NAMERICA,Education,T1,7473.038961,27807487.71,1,2
NAMERICA,Retail,T3,515.7342657,326331.2088,1,2
EMEA,Education,T2,505.5274725,218856.8571,0,2
Greater China,Education,T1,2312.922078,3755346.182,1,2
LA,Manufacturing,T3,15350.10989,1416623.377,0,2
NAMERICA,Retail,T5,303.7012987,164105.8442,1,2
EMEA,Retail,T1,24167.51648,3349432.801,0,2
Greater China,Retail,T1,104.1278721,248253.5065,0,2
EMEA,Energy,T1,1238.461538,211276.9231,1,2
CSB,"Business, Engineering & Consumer Services",T5,6411.236763,18559.1049,0,2
APJ,Web & Tech,T1,2961.038961,3386613.387,1,2
NAMERICA,Manufacturing,T1,152878.1818,28740639.36,1,2
NAMERICA,"Telecom, Media & Entertainment",T5,236.4395604,113823.5824,0,2
LA,Retail,T3,60.53946054,53459.02897,0,2
EMEA,Education,T3,533.0969031,125628.1093,1,2
Greater China,"Business, Engineering & Consumer Services",T3,7.153846154,118771.2288,1,2
EMEA,Agriculture,T5,8711.619381,9313251.721,0,2
EMEA,Education,T3,304.6953047,170433.019,0,2
Greater China,Manufacturing,T3,855.6443556,85655.30769,1,2
APJ,"Banking, Financial Services & Insurance",T1,166.6153846,314366.7003,0,2
Greater China,Manufacturing,T1,4140.293706,2382748.362,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,16051.10889,195876.1029,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,731.6223776,19522674.26,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,11121.74825,11698989.01,0,2
CSB,Web & Tech,T5,1.719280719,15632.73376,1,2
EMEA,Agriculture,T1,1799.200799,6997529.105,1,2
EMEA,Agriculture,T1,900.2377622,87373.40686,1,2
EMEA,Agriculture,T1,124.1938062,284484.1648,1,2
APJ,"Banking, Financial Services & Insurance",T2,211.7382617,1180846.31,1,2
EMEA,"Banking, Financial Services & Insurance",T2,3271.545455,3542457.542,0,2
EMEA,Retail,T5,8.72027972,5258766.738,1,2
EMEA,Construction & Real Estate,T1,7578.62038,40214.44256,1,2
CSB,Energy,T5,62.37162837,13934.95372,1,2
EMEA,Manufacturing,T3,4466.157842,1954878.651,1,2
APJ,"Business, Engineering & Consumer Services",T1,406.3216783,1732002.797,1,2
NAMERICA,Healthcare & Life Sciences,T1,3.158841159,170940.2098,0,2
NAMERICA,"Business, Engineering & Consumer Services",T4,137.2027972,121457.8023,0,2
NAMERICA,Retail,T1,24376.62338,4745624.849,0,2
APJ,Healthcare & Life Sciences,T2,409.4005994,4190856.764,0,2
NAMERICA,Web & Tech,T1,2378.083916,6120318.392,1,2
NAMERICA,"Banking, Financial Services & Insurance",T2,78.92107892,57853.70275,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,4.450549451,34834705.49,1,2
EMEA,"Banking, Financial Services & Insurance",T1,11805.39461,3213785.814,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,44.30769231,116930.1975,0,2
EMEA,"Telecom, Media & Entertainment",T1,9612.007992,180078.0619,0,2
CSB,Manufacturing,T5,1.485514486,230821.7502,1,2
CSB,Education,T5,39.76023976,276620.3796,1,2
EMEA,Energy,T1,2934.65035,2534965.035,1,2
APJ,Web & Tech,T3,912.011988,1238387.752,0,2
APJ,"Banking, Financial Services & Insurance",T2,96.65334665,118650.2001,1,2
NAMERICA,"Business, Engineering & Consumer Services",T3,56.19380619,208610.9371,1,2
NAMERICA,Retail,T5,56.34365634,68693.38462,0,2
NAMERICA,Manufacturing,T4,330.3896104,234806.0046,0,2
EMEA,Government,T1,1718.075924,22917.28172,1,2
LA,Agriculture,T5,71.3986014,55716.6341,1,2
Greater China,Web & Tech,T1,418.5814186,290085.7143,0,2
Greater China,Manufacturing,T5,262.7612388,3247294.657,0,2
CSB,Agriculture,T5,45.004995,40355.58641,0,2
NAMERICA,"Business, Engineering & Consumer Services",T3,276.2307692,193954.7373,0,2
CSB,"Business, Engineering & Consumer Services",T5,2.07992008,4522378.149,0,2
Greater China,Manufacturing,T1,28498.97502,6376626.644,0,2
EMEA,"Business, Engineering & Consumer Services",T1,376.7032967,59827.10789,0,2
NAMERICA,Transportation,T3,3.758241758,37191.01586,1,2
APJ,Education,T1,1999.985015,2601703.217,1,2
NAMERICA,Transportation,T2,6922.356643,252503.9208,0,2
CSB,Agriculture,T5,85.84915085,210028.2517,1,2
NAMERICA,Government,T1,1843.956044,748983.9058,1,2
NAMERICA,Government,T5,80.01998002,43551.58442,0,2
NAMERICA,Healthcare & Life Sciences,T1,65.004995,49594.63736,1,2
EMEA,Healthcare & Life Sciences,T1,8708.981019,186978.5445,1,2
APJ,"Business, Engineering & Consumer Services",T2,17.42757243,135865.8891,1,2
EMEA,Agriculture,T3,12427.59441,118320.2948,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,37776.71329,22713029.35,1,2
APJ,Healthcare & Life Sciences,T1,5282.961039,2156640.698,1,2
EMEA,Education,T1,11.75824176,274138.9011,0,2
NAMERICA,"Banking, Financial Services & Insurance",T3,38.78621379,161484.987,0,2
EMEA,"Telecom, Media & Entertainment",T5,2723.872128,27096.54745,1,2
APJ,Manufacturing,T3,285.5824176,158798.7572,1,2
NAMERICA,Healthcare & Life Sciences,T2,1500.4995,1263938.462,1,2
EMEA,Agriculture,T3,20422.07792,177365.4449,0,2
EMEA,Manufacturing,T3,137.7622378,551411.6793,0,2
CSB,Education,T5,2389.822178,13400630.3,0,2
NAMERICA,Government,T1,51.21278721,2741221.625,0,2
CSB,Manufacturing,T5,33.61638362,6311211.189,0,2
EMEA,Manufacturing,T5,265.0989011,75974.20579,0,2
APJ,Government,T1,26003.95804,20718720.03,1,2
EMEA,Government,T3,10501.83816,118508.3187,0,2
CSB,Retail,T5,48.1978022,73437.09091,1,2
NAMERICA,Manufacturing,T5,63.02197802,13803233.4,0,2
APJ,Web & Tech,T1,1898.091908,2054506.196,1,2
EMEA,Manufacturing,T5,3.398601399,144912.8442,0,2
CSB,Manufacturing,T5,152.046953,6427374.044,1,2
EMEA,Manufacturing,T3,139.5404595,109071.9281,0,2
EMEA,Agriculture,T3,18.22177822,462858.3357,0,2
NAMERICA,Government,T1,749.4505495,7517909.291,1,2
APJ,Government,T1,30146.48951,5695051.405,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,132.9170829,86060.76923,1,2
NAMERICA,Government,T2,73.92607393,133011.7882,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,1.163836164,22140867.13,1,2
EMEA,Transportation,T1,639.8001998,239312.8911,0,2
Greater China,Manufacturing,T1,252.1478521,9442262.363,1,2
NAMERICA,Manufacturing,T4,759.2407592,153666.9231,1,2
NAMERICA,Manufacturing,T5,273.2267732,146865.5739,1,2
APJ,Transportation,T2,352.2677323,15073060.48,0,2
APJ,Web & Tech,T2,703.9100899,1817127.872,1,2
CSB,Manufacturing,T5,297.7522478,367885.3986,0,2
EMEA,Manufacturing,T1,1883.136863,403596.4036,0,2
EMEA,Manufacturing,T3,1317.482517,184667.2821,1,2
NAMERICA,Education,T1,5516.483516,91973.87413,1,2
CSB,"Business, Engineering & Consumer Services",T5,559.2407592,17429.61039,0,2
EMEA,Manufacturing,T5,429.020979,70561.92339,1,2
EMEA,Manufacturing,T1,240740.2517,4022393.606,1,2
CSB,"Telecom, Media & Entertainment",T5,42.79120879,88807.61165,1,2
NAMERICA,Healthcare & Life Sciences,T1,1808.793207,1840293.506,0,2
