RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,clutser
NAMERICA,"Banking, Financial Services & Insurance",T1,8524.605232,48907618.57,0,2
APJ,"Telecom, Media & Entertainment",T1,23966.81241,171653091.2,0,2
APJ,"Banking, Financial Services & Insurance",T2,34847.20382,71227069.44,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,69.1184208,42661463.77,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,179707.8941,91217968.05,0,2
EMEA,"Banking, Financial Services & Insurance",T1,27655.97546,110075998.5,0,2
APJ,Web & Tech,T2,698.1582629,43453306.06,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,7665.239088,43977237.58,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,58302.43001,99854212.48,0,2
EMEA,Manufacturing,T1,223761.7949,49605594.76,0,2
NAMERICA,Construction & Real Estate,T1,12.43011744,89071516.99,0,2
NAMERICA,Healthcare & Life Sciences,T1,14775.26626,56914449.01,1,2
Greater China,Government,T1,776.88234,44334085.54,1,2
NAMERICA,Retail,T1,313860.4654,106903789.2,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,27696.09366,123100524.6,1,2
APJ,"Business, Engineering & Consumer Services",T1,3830.143879,47238436.64,1,2
EMEA,Web & Tech,T1,230.1643413,46884934.66,1,2
Greater China,"Banking, Financial Services & Insurance",T2,483082.5201,58082245.62,0,2
APJ,"Banking, Financial Services & Insurance",T2,31647.59692,64687129.43,0,2
NAMERICA,Healthcare & Life Sciences,T1,1726.232559,40377179.41,0,2
NAMERICA,Energy,T1,22180.93757,76299394.38,0,2
NAMERICA,Retail,T1,11.50821706,67691562.93,1,2
APJ,"Business, Engineering & Consumer Services",T1,226600,52970724.64,1,2
NAMERICA,Energy,T1,32980.6,47227640.34,1,2
NAMERICA,Healthcare & Life Sciences,T1,1440.97,113431141.9,0,2
EMEA,"Business, Engineering & Consumer Services",T1,483240.156,99944741.9,0,2
NAMERICA,Government,T1,2842180.743,38630562.99,0,2
NAMERICA,Healthcare & Life Sciences,T1,3844.9488,100868659.8,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,30584.82,133158139.9,1,2
NAMERICA,Web & Tech,T1,14447.6864,36352496.55,1,2
NAMERICA,Web & Tech,T1,10403,100264842.2,0,2
NAMERICA,Healthcare & Life Sciences,T1,31729.15,121511490.6,0,2
NAMERICA,Healthcare & Life Sciences,T1,31209,54886057.74,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,2761.9965,62442863.17,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,53783.51,43484540,1,2
APJ,Manufacturing,T2,164344.0973,68243801.72,1,2
NAMERICA,Healthcare & Life Sciences,T5,643378.9446,113682734.1,1,2
NAMERICA,Healthcare & Life Sciences,T1,1.14433,38306790.05,1,2
EMEA,Manufacturing,T1,91546.4,41195880,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,184.18563,63813634.51,1,2
NAMERICA,Retail,T1,57004.938,67912020,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,3052.95399,56891313.56,0,2
NAMERICA,Web & Tech,T1,14290.33536,35956578.28,1,2
NAMERICA,Web & Tech,T1,21608.37,44131582.67,0,2
EMEA,Web & Tech,T1,226.3734,46112712.37,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,7717.275,55137254.55,1,2
EMEA,Transportation,T2,11.31867,71471433.02,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,1543.455,37789096.65,1,2
NAMERICA,Healthcare & Life Sciences,T1,21893.39469,90095391.15,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,48845.2059,39491868.6,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,186.0274863,64451770.85,1,2
NAMERICA,Retail,T1,5353.226715,101292956.3,1,2
Greater China,Web & Tech,T2,2857.964175,64826531.06,0,2
NAMERICA,"Business, Engineering & Consumer Services",T2,9171.466853,35197265.07,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,32124.55659,38271569.86,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,49728.57665,70882981.34,0,2
NAMERICA,Manufacturing,T1,457.274268,229206111.9,0,2
NAMERICA,Manufacturing,T1,19.43415639,60612161.5,0,2
EMEA,Manufacturing,T1,322936.2335,60245884.81,0,2
NAMERICA,Web & Tech,T1,1040.29896,39337533.49,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,395.5422418,96244687.24,0,2
EMEA,"Banking, Financial Services & Insurance",T1,237782.6194,46922362.8,0,2
NAMERICA,Retail,T1,162288.9241,49856561.89,1,2
APJ,Web & Tech,T1,104243.6717,68966799.01,1,2
NAMERICA,Healthcare & Life Sciences,T1,19.43415639,43461861.44,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,171.4778505,51920077.29,0,2
APJ,Manufacturing,T2,153841.4592,63882586.66,1,2
APJ,Manufacturing,T1,275869.3496,80447120,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,1928.16,48593490.77,0,2
NAMERICA,Healthcare & Life Sciences,T1,1.0712,35858741.36,1,2
LA,Education,T1,29.9936,41248055.68,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,1196.5304,41258339.2,1,2
Greater China,"Banking, Financial Services & Insurance",T2,494625.5288,59470091.05,0,2
NAMERICA,Manufacturing,T1,24.6376,35806343.61,1,2
NAMERICA,Healthcare & Life Sciences,T1,1767.48,41341971.37,0,2
EMEA,"Business, Engineering & Consumer Services",T1,55.177512,55746381.33,0,2
EMEA,"Telecom, Media & Entertainment",T1,152827.6434,123830777.6,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,28641.45638,127302367.9,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,374.341552,91086063.09,0,2
APJ,Energy,T1,23249.20697,53716740.38,0,2
EMEA,Agriculture,T1,6033.823224,86553068.19,0,2
EMEA,Healthcare & Life Sciences,T2,8575.234512,42980360.69,1,2
EMEA,Transportation,T2,530.7860272,41408093.71,0,2
EMEA,"Telecom, Media & Entertainment",T1,108299.3912,123535211.4,0,2
NAMERICA,Manufacturing,T1,126150.9392,85687430.4,0,2
EMEA,Energy,T1,21463.51121,52973278.59,0,2
EMEA,"Telecom, Media & Entertainment",T1,70418.40634,48794231.2,0,2
EMEA,Education,T1,29157.5284,59965848.95,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,3105.513778,87199540.51,1,2
NAMERICA,Government,T1,1.0701288,42406254.81,0,2
NAMERICA,Energy,T1,2889.34776,91830534.66,1,2
EMEA,"Telecom, Media & Entertainment",T1,45810.07367,83470046.4,0,2
EMEA,"Telecom, Media & Entertainment",T5,20882.4934,98772888.24,0,2
APJ,Web & Tech,T2,31.0337352,64968520.22,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,160.51932,48602052.55,0,2
NAMERICA,Retail,T1,114639.3241,74489512.67,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,2.161660176,37119704.29,0,2
APJ,"Business, Engineering & Consumer Services",T2,8.646640704,81590514.47,0,2
NAMERICA,Energy,T2,4636.761078,40857430.9,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,53717.25537,53068757.32,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,1080.830088,110277037.4,0,2
NAMERICA,Government,T1,10.80830088,36787418.28,0,2
NAMERICA,Healthcare & Life Sciences,T1,5998.066573,43048439.92,0,2
APJ,"Banking, Financial Services & Insurance",T1,33289.56671,50090854.67,0,2
NAMERICA,Healthcare & Life Sciences,T1,1.188913097,39799222.59,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,2576.374681,45598621.78,1,2
NAMERICA,Healthcare & Life Sciences,T1,6452.231376,72630493.12,0,2
EMEA,Web & Tech,T1,59.44565484,63567464.38,1,2
NAMERICA,Construction & Real Estate,T1,11142.49354,159433246.3,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,2980.09282,83677852.74,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,183.81689,63685879.48,1,2
EMEA,"Telecom, Media & Entertainment",T1,43959.96328,80098980,0,2
NAMERICA,Manufacturing,T1,15814.414,101664090,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,61.6146,38029934.64,1,2
APJ,Energy,T2,31459.38785,74331196.22,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,24.64584,70125286.58,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,4210.331,40231869.22,0,2
EMEA,Energy,T1,76504.795,38437485.98,0,2
APJ,Manufacturing,T2,6621.351374,48961070.37,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,71558.09765,46904707.51,0,2
APJ,Transportation,T2,38238.71906,35386534.62,1,2
EMEA,Energy,T1,67709.12601,82974328,1,2
EMEA,Energy,T1,18705.52507,46166397.51,0,2
NAMERICA,Retail,T1,147240.0194,45233408.14,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,32060.24316,38194950.1,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,24.8922984,70826539.44,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,43942.16693,66596052.1,1,2
NAMERICA,Manufacturing,T1,5203.631263,162007375.4,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,50428.78874,43925105.33,1,2
EMEA,Manufacturing,T1,72769.83399,92061641.45,0,2
NAMERICA,Retail,T1,331360.2381,88413870.11,0,2
EMEA,Energy,T1,66971.69988,82070647.2,1,2
NAMERICA,Healthcare & Life Sciences,T1,307.764927,94710757.93,1,2
APJ,"Banking, Financial Services & Insurance",T2,42955.77674,50213279.97,0,2
NAMERICA,"Telecom, Media & Entertainment",T1,44800.31454,57511978,0,2
EMEA,"Banking, Financial Services & Insurance",T1,122387.8526,133428510.8,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,18454.61091,44195474.79,0,2
EMEA,Government,T2,1.02588309,186395536.3,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,9375.0121,47522027.52,0,2
EMEA,"Banking, Financial Services & Insurance",T1,57310.04579,67148109.71,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,185.4694038,64258415.54,1,2
NAMERICA,Transportation,T1,413420.6264,158810208.8,0,2
NAMERICA,Web & Tech,T1,2175.898034,44554102.6,1,2
EMEA,"Telecom, Media & Entertainment",T5,20219.27344,95635899.3,0,2
EMEA,Manufacturing,T1,17565.71399,44820494.69,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,1.036141921,45113515.62,1,2
APJ,"Telecom, Media & Entertainment",T1,621.6851525,98115238.33,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,53879.37989,197852356.7,1,2
EMEA,"Business, Engineering & Consumer Services",T1,53568.53731,44364488.63,1,2
NAMERICA,Manufacturing,T1,61546.8301,39602193.85,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,4861.059822,126043691,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,1.139756113,76160099.13,0,2
APJ,Manufacturing,T1,211007.6082,59795560.25,1,2
NAMERICA,Healthcare & Life Sciences,T1,1594.518802,125518288.7,0,2
EMEA,Manufacturing,T1,134487.8021,40641765.4,0,2
EMEA,Education,T1,27924.02477,57429005.24,1,2
LA,Education,T1,29.9036192,41124311.51,0,2
EMEA,"Banking, Financial Services & Insurance",T1,50376.91849,48059388,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,2.157332528,37045390.57,0,2
NAMERICA,Government,T1,2947000.369,40055258.16,0,2
EMEA,"Telecom, Media & Entertainment",T1,98158.63002,111967823.4,0,2
NAMERICA,Retail,T1,5556.209926,105133774.3,1,2
NAMERICA,Web & Tech,T1,14980.51707,37693176.63,1,2
NAMERICA,Manufacturing,T1,83938.57267,66945662.72,0,2
EMEA,"Telecom, Media & Entertainment",T1,84510.26579,47554896.62,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,6.471997584,96549338.44,0,2
NAMERICA,Construction & Real Estate,T2,1510.13277,38777297.12,1,2
EMEA,"Banking, Financial Services & Insurance",T1,56029.16175,67955974.63,0,2
EMEA,"Banking, Financial Services & Insurance",T1,50880.68767,48539981.88,0,2
EMEA,Manufacturing,T1,127279.3832,38463405.24,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,10735.74959,54419619.1,0,2
APJ,Manufacturing,T2,170405.1076,70760633.12,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,51614.18073,73570716.41,0,2
LA,"Banking, Financial Services & Insurance",T1,48291.88864,65060446.06,0,2
NAMERICA,Healthcare & Life Sciences,T1,45183.17247,52700214.29,0,2
EMEA,"Banking, Financial Services & Insurance",T1,259850.703,48074367.59,1,2
NAMERICA,Web & Tech,T1,1079.74493,40829130.85,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,74191.52857,41770630.31,0,2
APJ,"Telecom, Media & Entertainment",T1,24685.81678,176802684,0,2
EMEA,"Banking, Financial Services & Insurance",T1,13869.93938,80834220.07,1,2
APJ,"Telecom, Media & Entertainment",T1,22197.23759,158979191.1,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,10085.57976,52231606.29,1,2
APJ,"Telecom, Media & Entertainment",T1,34798.53629,44612126.55,1,2
NAMERICA,Healthcare & Life Sciences,T1,3982.763761,104484107.3,0,2
EMEA,Energy,T1,70347.07356,86207007.82,1,2
NAMERICA,Web & Tech,T1,980.6047139,37080274.29,1,2
APJ,Web & Tech,T1,98261.98027,65009358.69,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,1.077587598,84256982.56,0,2
NAMERICA,Healthcare & Life Sciences,T1,53879.37989,59820551.35,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,35560.39073,39992045.15,0,2
APJ,Manufacturing,T2,170234.7025,70689872.49,1,2
NAMERICA,Healthcare & Life Sciences,T1,30819.0053,50215831.73,1,2
NAMERICA,Education,T1,11853.46358,40458149.05,0,2
EMEA,"Banking, Financial Services & Insurance",T1,87392.0309,43335077.48,0,2
NAMERICA,Healthcare & Life Sciences,T1,47388.96918,269226396.5,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,15793.42128,203496318,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,9585.5466,327973407,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,141.4944,486077793.1,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,50370.90358,244702080,1,2
NAMERICA,Web & Tech,T1,96917.4216,244355626.8,0,2
NAMERICA,"Telecom, Media & Entertainment",T1,16615.91043,214093991,1,2
EMEA,"Business, Engineering & Consumer Services",T1,137634.986,354815011.8,0,2
Greater China,Retail,T1,6986.89685,505018436,1,2
EMEA,"Banking, Financial Services & Insurance",T1,245995.93,215231638.2,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,35233.55814,254664388.5,0,2
NAMERICA,Web & Tech,T1,25007.885,526730215.1,1,2
NAMERICA,Web & Tech,T1,4668.980327,384202620.8,1,2
APJ,"Telecom, Media & Entertainment",T1,39325.6389,304083300.2,1,2
NAMERICA,"Banking, Financial Services & Insurance",T1,50439.45082,245035082.8,1,2
NAMERICA,"Telecom, Media & Entertainment",T1,16772.09999,216106474.5,1,2
NAMERICA,Web & Tech,T1,25294.7674,532772694.5,1,2
CSB,Agriculture,T5,37.6023976,189751.8581,1,2
CSB,"Banking, Financial Services & Insurance",T5,19.93006993,174635.2697,1,2
APJ,Retail,T5,91.95804196,105659.2867,0,2
EMEA,Agriculture,T1,1691.308691,1035268.874,1,2
NAMERICA,Manufacturing,T2,2962.712288,854638.869,1,2
EMEA,Retail,T1,237.1198801,2238461.538,0,2
EMEA,Retail,T1,1593.67033,207340.4895,0,2
CSB,Healthcare & Life Sciences,T5,17.7012987,9155857.834,0,2
APJ,Manufacturing,T5,11.38461538,10758688.38,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,80.39460539,98950.05417,1,2
LA,Agriculture,T5,1.110889111,61180.23177,1,2
LA,Government,T1,9588.755245,148434.2857,0,2
NAMERICA,Government,T1,1496.103896,3960846.795,0,2
Greater China,Web & Tech,T1,377.8221778,143008.028,0,2
EMEA,Government,T1,12251.74825,9780464.095,0,2
EMEA,Government,T1,3387.703297,123693.0629,1,2
NAMERICA,Education,T1,22.93306693,6677445.399,0,2
EMEA,"Telecom, Media & Entertainment",T3,48.40859141,482754.8625,1,2
APJ,Healthcare & Life Sciences,T3,1.791208791,15702735.32,1,2
NAMERICA,Retail,T5,2183.316683,78283.15385,0,2
APJ,Manufacturing,T2,273.9260739,1804503.497,1,2
CSB,"Business, Engineering & Consumer Services",T5,35.04495504,25394.29402,1,2
APJ,Education,T3,124.5914086,103648.6941,0,2
EMEA,Transportation,T1,13903.84615,97805.54446,1,2
Greater China,Government,T3,859.7402597,153008.991,0,2
CSB,"Telecom, Media & Entertainment",T5,113.2627373,24797.39161,0,2
NAMERICA,Government,T3,2420.979021,660815.964,0,2
NAMERICA,Government,T5,231.8331668,44210.78921,1,2
CSB,Web & Tech,T5,92.30769231,201455.3586,1,2
LA,Energy,T5,188.4115884,241034.7632,1,2
EMEA,Healthcare & Life Sciences,T3,1806.148851,44914.95604,1,2
CSB,"Telecom, Media & Entertainment",T5,24.7952048,56776.27553,1,2
NAMERICA,Government,T1,6668.331668,8454409.99,1,2
LA,Manufacturing,T2,372.2277722,651535.1766,0,2
CSB,Agriculture,T5,46.39360639,44832.62338,1,2
NAMERICA,Energy,T1,951.5484515,2738019.988,0,2
Greater China,Web & Tech,T5,22771.62338,1996876.527,0,2
NAMERICA,Energy,T1,25443.16484,16195236.17,1,2
EMEA,"Business, Engineering & Consumer Services",T3,313.7862138,135708.7043,0,2
Greater China,Education,T1,287.4245754,57422.97702,0,2
NAMERICA,Healthcare & Life Sciences,T3,426.7452547,632203.2911,0,2
NAMERICA,Manufacturing,T2,192.9320679,64523.30594,1,2
NAMERICA,"Banking, Financial Services & Insurance",T5,48.001998,56257.55345,0,2
NAMERICA,Government,T5,10.82917083,85751.7465,1,2
CSB,"Telecom, Media & Entertainment",T5,20.00599401,187549.5255,1,2
NAMERICA,Education,T1,11850.14985,5437182.706,0,2
NAMERICA,Manufacturing,T2,14377.9001,13150960.53,0,2
Greater China,"Business, Engineering & Consumer Services",T1,810.989011,5063451.687,1,2
NAMERICA,"Business, Engineering & Consumer Services",T5,15.50549451,109890.7144,0,2
EMEA,"Business, Engineering & Consumer Services",T1,644.3556444,15050784.62,1,2
NAMERICA,"Business, Engineering & Consumer Services",T3,195.9040959,362594.9761,0,2
NAMERICA,Government,T1,264746.3796,3234542.258,0,2
NAMERICA,Government,T1,110867.5704,24015230.77,0,2
Greater China,Web & Tech,T5,3549.853147,243516.3616,1,2
EMEA,Agriculture,T3,5.626373626,102113.2757,1,2
NAMERICA,"Business, Engineering & Consumer Services",T3,50.62937063,886030.2867,0,2
APJ,Transportation,T3,1811.928072,375307.1867,0,2
EMEA,Government,T3,18070.21978,79327.12288,1,2
NAMERICA,Government,T1,922.0779221,706093.9061,1,2
Greater China,Transportation,T1,373.6263736,446913.0192,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,2.451548452,40898.51853,1,2
CSB,Healthcare & Life Sciences,T5,124.995005,234757.3307,1,2
CSB,Web & Tech,T5,50.6023976,19524.42358,1,2
CSB,Web & Tech,T5,82.65534466,35601.93007,0,2
APJ,"Banking, Financial Services & Insurance",T1,7442.22977,2555044.955,1,2
EMEA,Healthcare & Life Sciences,T2,191.8301698,624180.6068,1,2
NAMERICA,Government,T1,34537.81818,1433409.24,0,2
Greater China,Manufacturing,T3,12.50549451,6696670.804,1,2
APJ,"Telecom, Media & Entertainment",T3,532.8391608,129754.152,1,2
EMEA,Manufacturing,T5,1583.016983,17508.55067,0,2
NAMERICA,Education,T1,6239.76024,17731661.54,0,2
Greater China,Manufacturing,T1,14815.18482,8551041.934,0,2
Greater China,Transportation,T3,988.5114885,30994.38138,0,2
EMEA,"Business, Engineering & Consumer Services",T3,4711.584416,363100.7143,1,2
EMEA,Retail,T2,152.3676324,3353426.126,1,2
NAMERICA,"Business, Engineering & Consumer Services",T4,28.76223776,275303.2637,1,2
EMEA,Healthcare & Life Sciences,T2,96.95304695,55245.79421,0,2
EMEA,Agriculture,T1,1210.989011,724399.9733,1,2
Greater China,Web & Tech,T5,11.12587413,200235.6044,1,2
APJ,Web & Tech,T1,977.7142857,86500.51901,0,2
EMEA,Healthcare & Life Sciences,T3,417.8321678,218301.6983,0,2
Greater China,Retail,T1,930.5694306,13472.2412,1,2
EMEA,"Banking, Financial Services & Insurance",T1,210409.8531,25856273.9,0,2
CSB,Web & Tech,T5,6.841158841,11002259.58,0,2
NAMERICA,Healthcare & Life Sciences,T5,49.48051948,26709.15301,0,2
EMEA,Agriculture,T1,948.4615385,4154225.075,1,2
Greater China,Manufacturing,T1,814.4505495,802521.3147,1,2
CSB,Retail,T5,5.702297702,163828.8591,1,2
EMEA,Government,T2,75.62037962,70521.27872,0,2
NAMERICA,Manufacturing,T3,88.4985015,669683.6164,1,2
APJ,Education,T5,38.24175824,7429365.65,1,2
APJ,Web & Tech,T1,33.18281718,338114.6853,1,2
EMEA,"Telecom, Media & Entertainment",T4,485.2647353,250318.0609,0,2
EMEA,Government,T2,129109.4805,47685.75025,1,2
APJ,Manufacturing,T5,257.4545455,80307.70549,1,2
APJ,"Business, Engineering & Consumer Services",T1,25357.42358,664135.8641,0,2
NAMERICA,Government,T5,78.71328671,6605362.148,0,2
NAMERICA,"Business, Engineering & Consumer Services",T3,346.4535465,424469.6883,0,2
NAMERICA,"Business, Engineering & Consumer Services",T1,89.66033966,420729.262,1,2
EMEA,Agriculture,T3,7.102897103,218454.51,1,2
EMEA,"Banking, Financial Services & Insurance",T1,24377.23576,11145054.95,1,2
NAMERICA,Government,T1,1022.515485,818920.9042,0,2
CSB,"Business, Engineering & Consumer Services",T5,68.47552448,26161.87313,1,2
EMEA,Education,T3,244.1718282,174363.4366,0,2
EMEA,Agriculture,T5,144.958042,146909.7203,1,2
EMEA,Manufacturing,T3,941.6483516,542785.8062,0,2
CSB,"Business, Engineering & Consumer Services",T5,33.11088911,164916.5604,1,2
EMEA,Retail,T3,74.48551449,56947.81559,1,2
NAMERICA,Education,T1,9310.689311,457472.5275,0,2
APJ,Manufacturing,T1,992.007992,370193.4066,0,2
NAMERICA,Energy,T5,184.2197802,127588.213,0,2
EMEA,"Telecom, Media & Entertainment",T1,30.70929071,1052447.552,1,2
APJ,Agriculture,T5,168091.9021,2230667.937,1,2
CSB,Agriculture,T5,3.444555445,92318.88112,1,2
Greater China,Healthcare & Life Sciences,T1,245.7542458,59653.44134,1,2
CSB,"Business, Engineering & Consumer Services",T3,278.7612388,9670012.816,1,2
APJ,"Business, Engineering & Consumer Services",T1,27543.61439,6880041.495,0,2
APJ,Manufacturing,T5,280.8191808,116437.7964,1,2
CSB,"Business, Engineering & Consumer Services",T5,19.69030969,18932.4995,1,2
EMEA,Healthcare & Life Sciences,T2,158.7632368,407781.7493,0,2
NAMERICA,Energy,T3,430.1378621,640416.0672,1,2
EMEA,Education,T3,1.901098901,34745.0442,0,2
NAMERICA,Healthcare & Life Sciences,T1,8.103896104,15890867.53,0,2
CSB,"Business, Engineering & Consumer Services",T5,3.472527473,5574315.588,0,2
LA,Energy,T2,445.6543457,302192.3077,1,2
Greater China,Manufacturing,T2,172.3276723,206754.9351,0,2
EMEA,"Business, Engineering & Consumer Services",T2,1252.497502,1793406.593,1,2
APJ,Government,T1,717.5974026,34033437.24,1,2
NAMERICA,Education,T5,48.47152847,20097.04895,1,2
CSB,"Telecom, Media & Entertainment",T5,3.072927073,9457276.727,0,2
CSB,Construction & Real Estate,T3,6.953046953,4274225.65,0,2
NAMERICA,Retail,T3,116.6383616,657766.9091,1,2
Greater China,Manufacturing,T5,184.0759241,5607405.49,0,2
CSB,Healthcare & Life Sciences,T5,8.202797203,311789.958,0,2
NAMERICA,Healthcare & Life Sciences,T1,4.714285714,21786213.79,0,2
EMEA,Manufacturing,T1,2106.131868,1148586.876,0,2
NAMERICA,Manufacturing,T1,445.1548452,3559890.767,0,2
NAMERICA,"Banking, Financial Services & Insurance",T1,59.14485514,1033789.011,0,2
NAMERICA,Government,T1,5.346653347,2115536.416,0,2
APJ,Manufacturing,T1,85018.95105,1320798.488,0,2
NAMERICA,"Business, Engineering & Consumer Services",T5,388.7312687,68903.76623,1,2
CSB,"Business, Engineering & Consumer Services",T5,39.52047952,28318.35165,1,2
NAMERICA,"Banking, Financial Services & Insurance",T3,1162.837163,537957.4384,0,2
EMEA,Government,T1,1836.163836,28912214.99,1,2
Greater China,Manufacturing,T2,191.3086913,212987.013,1,2
EMEA,"Business, Engineering & Consumer Services",T1,384.5034965,637239.1992,0,2
CSB,Agriculture,T5,41.6013986,252322.4775,1,2
NAMERICA,Manufacturing,T4,146.8181818,392494.5954,0,2
APJ,Healthcare & Life Sciences,T1,2883.116883,1983140.859,1,2
NAMERICA,"Banking, Financial Services & Insurance",T2,1297.102897,297372.8072,0,2
CSB,"Business, Engineering & Consumer Services",T5,4.072927073,14992058.91,0,2
NAMERICA,Retail,T2,12323.67632,1262984.594,1,2
EMEA,Manufacturing,T1,5560.944056,219336.0659,1,2
NAMERICA,Education,T1,527.7522478,512789.7645,0,2
NAMERICA,Retail,T4,64.55144855,687897.005,0,2
APJ,Retail,T5,612.4675325,15677.95682,0,2
Greater China,Energy,T2,756.5454545,4976446.442,1,2
Greater China,Manufacturing,T1,1170.829171,1295285.738,0,2
EMEA,Construction & Real Estate,T1,69.66233766,1134978.222,0,2
APJ,Web & Tech,T2,2062.703297,5965622.727,1,2
APJ,Agriculture,T3,1050.14985,173858.6414,0,2
CSB,Manufacturing,T5,11.03896104,196507.1628,0,2
NAMERICA,Manufacturing,T5,48.33566434,77960.45143,0,2
APJ,Government,T1,1267.782218,1358051.029,1,2
NAMERICA,"Business, Engineering & Consumer Services",T5,55.88511489,59402.87308,1,2
Greater China,Web & Tech,T1,156.968032,15842242.46,1,2
Greater China,Web & Tech,T2,1483.534466,206078.4995,0,2
APJ,Retail,T1,5935.794206,12747722.7,0,2
EMEA,"Banking, Financial Services & Insurance",T1,12874.27572,184486.6773,0,2
APJ,"Business, Engineering & Consumer Services",T3,233.1168831,204579.2491,0,2
APJ,Education,T1,7297.066933,10342506.31,0,2
APJ,Web & Tech,T3,293.4225774,452269.6753,1,2
NAMERICA,"Business, Engineering & Consumer Services",T1,35364.63536,3173066.434,0,2
EMEA,Manufacturing,T1,627.7432567,195497.3377,1,2
LA,"Business, Engineering & Consumer Services",T2,2033.694306,1526530.769,0,2
EMEA,Agriculture,T3,57.54245754,27589.28839,0,2
Greater China,Manufacturing,T1,563.9360639,2675455.364,0,2
LA,Agriculture,T3,361.6383616,154941.7775,1,2
NAMERICA,"Business, Engineering & Consumer Services",T3,266.3136863,175921.5035,1,2
APJ,Manufacturing,T3,105.6203796,83513.67749,1,2
NAMERICA,Healthcare & Life Sciences,T3,164.7952048,35807.52503,1,2
EMEA,"Telecom, Media & Entertainment",T5,115.9090909,74861.29976,1,2
APJ,Education,T5,365.4635365,52189.74157,0,2
LA,"Banking, Financial Services & Insurance",T3,599.8001998,397292.2078,0,2
NAMERICA,Government,T1,46.85614386,2327140.26,0,2
LA,Web & Tech,T5,1214.796204,35137.16484,1,2
NAMERICA,"Business, Engineering & Consumer Services",T4,3.508491508,242140.9829,1,2
NAMERICA,Transportation,T1,22026.97303,38417867.34,1,2
APJ,"Telecom, Media & Entertainment",T1,1811.188811,201220.3966,1,2
EMEA,Government,T2,75.42457542,263719.0909,0,2
NAMERICA,Government,T3,594.5004995,1617310.354,1,2
Greater China,Education,T2,5057.727273,329868.157,0,2
